"Task ID","Task Name","tags","Przeznaczenie (drop down)","Klawiatura (labels)","Obudowa (labels)","Procesor (drop down)","Model Procesora (short text)","Grafika (short text)","RAM (drop down)","Dysk (drop down)","Rozdzielczość (drop down)","Matryca (labels)","Problemy (labels)","Uwagi (text)","Regał (drop down)","Lists","Zamówienie (short text)"
"86c3c67q0","5CG8414VXD","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c6em4","5cg8417pj2","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c6ex4","5cg933500m","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c6kbe","5cg9334xmx","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c6xp8","5CG8494K8S","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","brak RAM?
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c6yrg","5CG8418TQZ","[hp elitebook 745 g5]","Serwis","","","","","","","","","","[Nie włącza się]","brak RAM?
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c6z62","5CG8417KCT","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","8","BRAK","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c74c2","5CG9334WJ2","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","8","BRAK","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c7cnc","5cg8417p8y","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe poświatki]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c7de0","5cg8418thb","[hp elitebook 745 g5]","Serwis","[QWERTY PL]","","","","","","","","[Zbita]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c7e6h","5cg8417hy8","[hp elitebook 745 g5]","Serwis","[QWERTY PL]","","","","","","","","","[Inny]","NIE WCHODZI DO BIOSU
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c7fq8","5cg8418t4c","[hp elitebook 745 g5]","Serwis","[Uszkodzona]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia]","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c7h68","5CG8417P8N","[hp elitebook 745 g5]","Magazyn","[QWERTY PL]","","","","","","","","","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c8hc7","5CG8414MQ6","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c8hr5","5CG93350NV","[hp elitebook 745 g5]","Serwis","[QWERTY PL]","","","","","","","","[Zbita]","[Nie włącza się]","BRAK LISTWY
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c8jc3","5CG9334Y09","[hp elitebook 745 g5]","Sklep","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c8jvz","5cg8418snT","[hp elitebook 745 g5]","Serwis","[Uszkodzona]","","AMD","Ryzen 7 Pro 2700U","","16","BRAK","","[Zwykłe ryski / otarcia]","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c8k7v","5cg8417s1y","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3c914q","5cg8417sbp","[hp elitebook 745 g5]","Przyjęcie","[QWERTY PL]","","AMD","Ryzen 7 Pro 2700U","","16","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cb77j","ds1w003965","[fujitsu lifebook u747]","Sklep","[QWERTY PL]","","","","","","","","","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbay2","ds1w003714","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbdvp","DS1W003330","[fujitsu lifebook u747]","Przyjęcie","[QWERTY PL]","","i5","6200U","","8","","","[Zwykłe ryski / otarcia]","[Klapa X]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbh9k","DS1W003390","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200U","","8","256","1920 x 1080","[Bez wad]","[]","89%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbj06","DS1W003793","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200U","","8","BRAK","1920 x 1080","[Mikro otarcia]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbj2x","DS1W004104","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbj9x","DS1W004166","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","","","[Bez wad]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbkmk","DS1W003180","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbm56","ds1w003379","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbpxv","ds1w003286","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbrqe","ds1w003347","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","","[Bateria bios, Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cbxft","ds1w003693","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ccacd","ds1w003816","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200U","","8","BRAK","1920 x 1080","[Mikro otarcia]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ccb2f","ds1w003802","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cccm5","ds1w003185","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","82%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ccmrj","ds1w004190","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200u","","8","BRAK","1920 x 1080","[Bez wad]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ccnfq","ds1w003025","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cd0dd","ds1w003745","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","","[]","skin
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cdchg","ds1w003683","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cde7m","ds1w003395","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","71%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cdnwd","ds1w003339","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Bez wad]","[]","92%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cdpxj","ds1w003415","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","bat 67%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cduym","ds1w003309","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","76%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ce6fp","ds1w004177","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","BRAK","","[Mikro otarcia]","[]","mała wgniotka na klapie, uszczerbienie przy chłodzeniu
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ce76j","ds1w003094","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Bez wad]","[]","bateria 81%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ced68","ds1w003391","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ceh40","ds1w003133","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Odnowiona]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cwba2","ds1w003272","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","BRAK","1920 x 1080","[Bez wad]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cwyef","ds1w001724","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6300U","","8","256","1920 x 1080","[Bez wad]","[]","93%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cx4w7","ds1w003148","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200U","","8","BRAK","","[Zwykłe ryski / otarcia]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3cx9h4","ds1w001415","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","[Zwykłe ryski / otarcia]","[Nie włącza się]","dioda
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3e61c4","ds1w003892","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Bez wad]","[]","87%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3e69b1","ds1w004182","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","skin
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ed2fa","ds1w004098","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","","","","","","","","[Hasło Bios]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ed2ru","ds1w003410","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","88%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ed32e","ds1w003834","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","46%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ed4aa","ds1w004115","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","64%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c1yraem","JW55L63","[dell latitude 7410]","Serwis","[Francuska]","","i5","10310U","INTEL","16","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","","SREBRNE
","","[2025.01.30 - TES]","31114"
"86c3efant","ds1w004106","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","bat 64%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3efb3a","ds1w004191","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","bat 71%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3efkb3","ds1w003016","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200U","","8","BRAK","","[Mikro otarcia]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eqeq2","DS1W003950","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eqexz","DS1W003896","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","skin
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eqf6g","DS1W003369","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","[]","bat 90%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eqfgz","DS1W003377","[fujitsu lifebook u747]","Sklep","[QWERTY PL]","","i5","6200U","","8","128","1920 x 1080","[Zwykłe ryski / otarcia]","[]","skin
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eqg1g","ds1w003348","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200U","","8","256","1920 x 1080","[Bez wad]","[]","skin
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eqgvc","ds1w004150","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","","i5","6200U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","75%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eqj5b","ds1w004085","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","62%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eqjwc","ds1w004124","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","84%
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eujj5","5CG1241H20","[hp elitebook 850 g7]","Przyjęcie","[QWERTY PL]","","i5","10310U","","16","256","","[Dotyk]","[]","listwa - x
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eujyy","5CG0414YQ6","[hp elitebook 850 g7]","Serwis","[Francuska]","","i5","","","","","","[Brak]","[Ramka Matrycy]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ev0n9","5CG1053PQR","[hp elitebook 850 g7]","Przyjęcie","[QWERTY PL]","","i5","10310U","","16","256","","[Dotyk, Zwykłe poświatki]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ex3jq","5cg1230c9l","[hp elitebook 850 g7]","Serwis","[Francuska]","","i7","","","","","","[Zbita]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ey6zd","5cg129066r","[hp elitebook 850 g7]","Przyjęcie","[QWERTY PL]","","i5","10310U","","16","BRAK","","[Dotyk, Bez wad]","[Bateria brak]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ey7ze","5cg1241wzf","[hp elitebook 850 g7]","Serwis","[Francuska]","","i7","10610U","","8","","","[Zbita]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eyb75","5CG1230BTT","[hp elitebook 850 g7]","Serwis","[Francuska]","","i5","10310U","","16","BRAK","","[Zwykłe ryski / otarcia, Dotyk]","[Kamera , Bateria brak, Ramka Matrycy]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eyh4x","5CG1053NT9","[hp elitebook 850 g7]","Serwis","[QWERTY PL]","","i5","10310U","","16","256","","[Bez wad]","[Kamera , Zawiasy ]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3eynnq","5CG1053NSX","[hp elitebook 850 g7]","Serwis","[QWERTY PL]","","i5","","","","","","[Zbita]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ez7t8","5CG1241WQL","[fujitsu lifebook u747]","Serwis","[QWERTY PL]","","i7","","","","","","","[Palmrest, Nie włącza się]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ez8ag","5cg0528bvh","[hp elitebook 850 g7]","Przyjęcie","[Francuska]","","i7","10610U","","32","BRAK","","[Zwykłe ryski / otarcia]","[Bateria brak]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3fqj99","5cg1241h26","[hp elitebook 850 g7]","Serwis","[QWERTY PL]","","i5","10310U","","16","BRAK","","[Zwykłe ryski / otarcia, Dotyk]","[Kamera ]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hvrrg","5cd0324qq9","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hvtbn","5cd03593hp","[hp zbook 17 g6]","Sklep","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","512","1920 x 1080","[Zwykłe ryski / otarcia]","","512gb m.2 ssd x 1TB 2,5"" hdd
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hvtnh","5cd032hdh9","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
brak zaślepek rogów 


","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hvu09","5cd032hdhr","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
brak zaślepek rogów 

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hvugv","5cd032hdhg","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
brak zaślepek rogów 
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hw6p5","5cd032hdjv","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hw9h9","DS1J009462","[fujitsu lifebook u757]","Serwis","","","","","","","","","","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hwfc7","5cd03593hf","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
brak zaślepek rogów 
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hwjen","5cd03593h7","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","INTEL","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hwmpf","5cd0324qq1","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hwt8z","5cd032hdk7","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hx5gb","5cd0324qpz","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
brak zaślepek rogów 

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hxbd0","5cd032hdjh","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
brak zaślepek rogów 

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hz9cj","5cd032hdh4","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3hzed4","5cd032hdh8","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3j071x","5cd032hdh5","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB  

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3j0ck6","5cd0324qqb","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
brak zaślepek rogów 

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3j0fa6","5cd03593h6","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB  

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3j0kap","5cd032hdk3","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
brak zaślepek rogów 

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3j0t9h","5cd0324qqh","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000 QUADRO","32","1000 + 1000","1920 x 1080","[Zwykłe ryski / otarcia]","","2x 1TB
brak zaślepek rogów 

","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3jbn6w","DS1J009437","[fujitsu lifebook u757]","Serwis","[QWERTY PL]","","","","","Brak","","","","[Nie włącza się]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3jbnpc","DS1J009460","[fujitsu lifebook u757]","Serwis","[QWERTY PL]","","i5","7200U","","8","BRAK","","[Problem]","[Klapa X]","linie
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kc6v0","dsaj013355","[fujitsu lifebook u728]","Przyjęcie","[QWERTY PL]","","i5","8250U","","8","256","","[Zwykłe ryski / otarcia]","","DOTYK - X
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kdzxq","dsaj012127","[fujitsu lifebook u728]","Serwis","","","","","","","","","[Problem]","","PASY
DOTYK - X
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3ke30t","dsaj005096","[fujitsu lifebook u728]","Przyjęcie","[QWERTY PL]","","i5","8250U","","8","BRAK","","[]","[]","DOTYK - X
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kekur","dsaj008986","[fujitsu lifebook u728]","Serwis","[QWERTY PL]","","i5","8","","","","","","[Hasło Bios]","DOTYK - X
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kepqr","DSAJ014267","[fujitsu lifebook u728]","Serwis","[QWERTY PL]","","i5","8","","","","","","[Bateria bios, Hasło Bios]","DOTYK - X
","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kf3k1","DSBV004643","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","4","256","","[Bez wad]","[Ramka Matrycy]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kfcxw","DSBV004647","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","4","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kfqaf","DSBV007957","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","4","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kg4z9","DSBV008210","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","4","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kg9u7","DSBV008208","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","16","256","","[Mikro otarcia]","[]","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kgr3z","DSBV003439","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","4","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kh590","DSBV009171","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","4","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3khdaf","DSBV010279","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","4","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kwva0","DSBV007954","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","4","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kww76","DSBV003444","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","4","256","","[Bez wad]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
"86c3kwwmg","DSBV020239","[fujitsu lifebook u729]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","256","","[Zwykłe ryski / otarcia]","","","","[MIX NOWA HALA - OD MAJA 2025]",""
