"Task ID","Task Name","tags","Przeznaczenie (drop down)","Klawiatura (labels)","Obudowa (labels)","Procesor (drop down)","Model Procesora (short text)","Grafika (short text)","RAM (drop down)","Dysk (drop down)","Rozdzielczość (drop down)","Matryca (labels)","Problemy (labels)","Uwagi (text)","Regał (drop down)","Lists","Zamówienie (short text)"
"86c29cevy","88tqqq2","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","","","","[Zbita]","[Spód X, Klapa X, Palmrest, Nie włącza się]","dioda
","","[2025.01. 23- USA]",""
"86c29cqq1","700nqq2","[dell latitude 5590]","Serwis","[QWERTY PL]","","i5","8250U","","Brak","BRAK","","[Dotyk, Zbita]","[Bateria brak]","","","[2025.01. 23- USA]",""
"86c29cykf","9Z7V533","[dell latitude 5590]","Serwis","[QWERTY PL]","","i5","8250U","","","","","[Dotyk]","[Nie włącza się]","zima
","","[2025.01. 23- USA]",""
"86c29d7xp","435HY33","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","","","","[]","[Spód X, Nie włącza się]","zima
","","[2025.01. 23- USA]",""
"86c29dcr3","8tzmqq2","[dell latitude 5590]","Serwis","[QWERTY PL]","","i5","8250U","","16","","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak, Hasło Bios]","","","[2025.01. 23- USA]",""
"86c29e2kw","5600Z33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265u","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]","[]","","","[2025.01. 23- USA]",""
"86c29e8nd","6G9W433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265u","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Klapa X, Palmrest]","","","[2025.01. 23- USA]",""
"86c29ep0h","2HLS533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265u","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29eq43","F3CJY33","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","BRAK","","[]","[Bateria brak, Palmrest, Nie włącza się]","dioda
","","[2025.01. 23- USA]",""
"86c29f4ma","8f9v533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29f6ph","1dps433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Mikro otarcia]","[]","","","[2025.01. 23- USA]",""
"86c29fb9h","htst533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Mikro otarcia]","[]","","","[2025.01. 23- USA]",""
"86c29h0rk","4400z33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Zwykłe poświatki]","[Spód X, Palmrest, Ramka Matrycy]","","","[2025.01. 23- USA]",""
"86c29h1q1","5vwyy33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29h4zg","8z7s533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29h5je","jgqfy33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29h6k0","71f0z33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Zwykłe poświatki]","[Klapa X, Palmrest, Ramka Matrycy]","","","[2025.01. 23- USA]",""
"86c29h7kg","5cgv433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29h82a","5d0v533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29h89e","9qmr533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29h8q5","f1xr533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29habr","72qmy33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29hcp0","8ny0z33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[Spód X, Palmrest]","","","[2025.01. 23- USA]",""
"86c29hdf0","j65t433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29hfbq","DGHV433","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","BRAK","","[Zbita]","[Spód X, Bateria brak, Klapa X, Nie włącza się]","dioda
","","[2025.01. 23- USA]",""
"86c29hn9v","F2VV433","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","BRAK","","[Zbita]","[Bateria brak, Klapa X, Nie włącza się]","dioda
","","[2025.01. 23- USA]",""
"86c29hqj4","71HLY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29hy1p","F67HY33","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","BRAK","","[Zbita]","[Bateria brak]","dioda
","","[2025.01. 23- USA]",""
"86c29j1b5","3F5JY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Ramka Matrycy]","","","[2025.01. 23- USA]",""
"86c29j4f2","7F52Z33","[dell latitude 5500]","Sklep","[QWERTY PL]","[Klapa pomalowana]","i5","8265U","","16","512","1920 x 1080","[Dotyk, Bez wad]","[]","83%
","","[2025.01. 23- USA]",""
"86c29j695","6ZVS433","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","BRAK","","[Zbita]","[Bateria brak, Klapa X, Palmrest, Nie włącza się]","dioda
","","[2025.01. 23- USA]",""
"86c29j9t5","GV2SY33","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","BRAK","","[Zbita]","[Nie włącza się]","dioda
","","[2025.01. 23- USA]",""
"86c29jdr3","1DMT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Klapa X, Palmrest]","","","[2025.01. 23- USA]",""
"86c29jekf","9NSYY33","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","BRAK","","[Zbita]","[Spód X, Bateria brak, Ramka Matrycy, Nie włącza się]","dioda
","","[2025.01. 23- USA]",""
"86c29jjq5","283R533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29jr21","DVNFY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29jt46","DT0RY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29jxwz","1BQT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29kfmb","C700Z33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29kg0f","2GVT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29kkht","D33HY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c29kmb6","FLYGM33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29kncq","3SXT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29kp88","GRGV533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Palmrest]","","","[2025.01. 23- USA]",""
"86c29kpxr","52XT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29kr7z","FT8SY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29ky2b","B1XR533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29m4hq","1BHW433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29mekk","82BS533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29mf0h","GMPT433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29mf4u","2280Z33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]","[]","","","[2025.01. 23- USA]",""
"86c29mh3y","9120Z33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c29mvyf","7rv5yy2","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i7","8665U","","8","","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]","[Spód X, Palmrest]","","","[2025.01. 23- USA]",""
"86c29mxz2","bx15yy2","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i7","8665U","","8","","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Palmrest]","","","[2025.01. 23- USA]",""
"86c2a0wk4","PF1GL47W","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","","i5","8350U","","8","","","[Dotyk, Bez wad]","[]","","","[mix starych dostaw na nowej hali]",""
"86c2a0zv7","CND8373G0R","[hp zbook studio g4]","Przyjęcie","[QWERTY PL]","","i7","7820HQ","M1200","32","1000","1920 x 1080","[Dotyk, Zwykłe poświatki]","","","","[2025.02 - zbook  i inne]",""
"86c2a23a7","5cg9128jn6","[hp zbook 15u g5]","Przyjęcie","[QWERTY PL]","","i7","8650U","","32","","","[Bez wad]","","","","[2025.02 - zbook  i inne]",""
"86c2a2594","5cg3413zqk","[zbook fury 16 g10]","Serwis","[QWERTY PL]","","","","","","","","[Zbita]","[Nie włącza się]","DIODA
","","[2025.02 - zbook  i inne]",""
"86c2a2da9","5cg7506kz9","[hp zbook 15u g3]","Serwis","[QWERTY PL]","","i7","6500U","","","","","","[Hasło Bios]","","","[2025.02 - zbook  i inne]",""
"86c2a2rf4","cnd7183c9h","[hp zbook studio g3]","Przyjęcie","[QWERTY PL]","","i7","6820HQ","M1000M","32","1000","","[Dotyk, Bez wad]","","","","[2025.02 - zbook  i inne]",""
"86c2a2xm7","5CG34979RX","[hp zbook firefly 15 g8]","Serwis","[QWERTY PL]","","","","","","","","","[Nie włącza się]","","","[2025.02 - zbook  i inne]",""
"86c2a32m1","CND7084ZTK","[hp zbook studio g3]","Przyjęcie","[QWERTY PL]","","i7","6820HQ","M1000M","32","1000","","[Zwykłe ryski / otarcia, Dotyk]","","","","[2025.02 - zbook  i inne]",""
"86c2a3ekb","5CD032HDJP","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000","32","1000","","[Zwykłe ryski / otarcia]","","","","[2025.02 - zbook  i inne]",""
"86c2a3rak","5cd0123xcj","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9850H","T1000","32","1000","","[Zwykłe ryski / otarcia]","","","","[2025.02 - zbook  i inne]",""
"86c2a45x4","5CDO32HDJ2","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000","32","1000","","[Zwykłe ryski / otarcia]","","","","[2025.02 - zbook  i inne]",""
"86c2a4arg","5CDO324QQF","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000","32","1000","","[Bez wad]","","","","[2025.02 - zbook  i inne]",""
"86c2a4kju","5cdo32hdj6","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000","32","1000","","[Zwykłe ryski / otarcia]","","","","[2025.02 - zbook  i inne]",""
"86c2a4r1p","5CDO324QQG","[hp zbook 17 g6]","Serwis","[QWERTY PL]","","","","","","","","","[Nie włącza się]","","","[2025.02 - zbook  i inne]",""
"86c2a5w1d","5cd9433665","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000","32","1000","","[Zwykłe ryski / otarcia]","","","","[2025.02 - zbook  i inne]",""
"86c2a60g9","5cdo404kpo","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000","32","1000","","[Zwykłe ryski / otarcia]","","","","[2025.02 - zbook  i inne]",""
"86c2a697e","5cd943363p","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9850H","RTX 4000","32","1000","","[Zwykłe ryski / otarcia]","","","","[2025.02 - zbook  i inne]",""
"86c2a6e2j","5cdo32hdhc","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000","32","1000","","[Zwykłe ryski / otarcia]","","","","[2025.02 - zbook  i inne]",""
"86c2a6jzh","5cd032hdjs","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000","32","1000","","[Zwykłe ryski / otarcia]","","","","[2025.02 - zbook  i inne]",""
"86c2a6vju","5cd032hdhf","[hp zbook 17 g6]","Przyjęcie","[QWERTY PL]","","i7","9750H","RTX 4000","32","1000","","[]","","","","[2025.02 - zbook  i inne]",""
"86c2a7drb","PF1ETF7J","[lenovo thinkpad t480]","Przyjęcie","[Brak]","[Nowy palmrest]","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[Bateria brak]","","3","[mix starych dostaw na nowej hali]",""
"86c2a813q","pf1erj00","[lenovo thinkpad t480]","Malarnia","","","i5","7300U","","16","256","","[Zwykłe ryski / otarcia]","[Bateria brak]","","","[mix starych dostaw na nowej hali]",""
"86c2a841v","PF1HF8XM","[lenovo thinkpad t480]","Malarnia","","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[Bateria brak]","","","[mix starych dostaw na nowej hali]",""
"86c2a89tb","pf1hgxre","[lenovo thinkpad t480]","Serwis","","","","","","","","","","[Klapa X, Gniazdo ładowania ]","","5","[mix starych dostaw na nowej hali]",""
"86c2a8ez3","pf1kctag","[lenovo thinkpad t480]","Przyjęcie","[Brak]","[Klapa ma otarcia]","i5","8350U","","","BRAK","","[Zwykłe ryski / otarcia]","[Spód X, Bateria brak]","","3","[mix starych dostaw na nowej hali]",""
"86c2a8hv2","pf1eyjc0","[lenovo thinkpad t480]","Przyjęcie","[Brak]","[Klapa ma otarcia]","i7","8650U","","16","BRAK","","[Zwykłe ryski / otarcia]","[Spód X, Bateria brak, Palmrest]","brak wewn baterii
","3","[mix starych dostaw na nowej hali]",""
"86c2a8vf9","7JQZW33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Ramka Matrycy]","","","[2025.01. 23- USA]",""
"86c2a8w85","G25T433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Palmrest]","","","[2025.01. 23- USA]",""
"86c2a8x9c","7GNV433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2a8xte","2PYBW33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2a903c","3GTT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2a907j","FDST533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2a90g1","H53W433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2a90mj","8Z1T433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2a91bd","1VQ0Z33","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","","","[Zbita]","[]","dioda
","","[2025.01. 23- USA]",""
"86c2a94hr","DZ1T433","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","","","[Zbita]","[Spód X]","dioda
","","[2025.01. 23- USA]",""
"86c2a95zt","GLZ1Z33","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","","","[Zbita]","[Spód X, Klapa X]","dioda
","","[2025.01. 23- USA]",""
"86c2a98ma","C6WT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2a99zr","1BWR533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2a9ch0","5J6GY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[Klapa X]","","","[2025.01. 23- USA]",""
"86c2a9h6u","FVWYY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[Bateria brak]","","","[2025.01. 23- USA]",""
"86c2a9jtx","FGZT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2a9kue","73RT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2aa8ea","813sy33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Klapa X]","","","[2025.01. 23- USA]",""
"86c2aa95t","9jct433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Palmrest]","","","[2025.01. 23- USA]",""
"86c2aa9wu","gjxhy33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Ramka Matrycy]","","","[2025.01. 23- USA]",""
"86c2aaaa8","gpczy33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2at0ye","3C3V433","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","","","[Zbita]","[Klapa X, Palmrest]","dioda
","","[2025.01. 23- USA]",""
"86c2at438","CRMR533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Spód X, Palmrest]","","","[2025.01. 23- USA]",""
"86c2at4rv","1FXS533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2at5gh","9MHJY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2at682","BJ5V533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Klapa X]","","","[2025.01. 23- USA]",""
"86c2at6xr","71XYY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2at82p","G580Z33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2at8j5","34XT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2au8xt","F8PT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2aua3y","5RKT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2auanp","9QM0Z33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2aug79","9N70X33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2augn5","JPJT533","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2auhr9","9NQFY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[]","","","[2025.01. 23- USA]",""
"86c2auk25","9PGW433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Wielka rysa / rysy]","[]","","","[2025.01. 23- USA]",""
"86c2aum0z","7TF9L33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[Spód X]","","","[2025.01. 23- USA]",""
"86c2aumvn","8VWGY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2axbtd","97JS433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","16","BRAK","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak]","","","[2025.01. 23- USA]",""
"86c2axcqk","F4BS533","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","","","[Zbita]","[Spód X, Palmrest]","dioda
","","[2025.01. 23- USA]",""
"86c2axdpv","7XWT533","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","8265U","","16","BRAK","1920 x 1080","[Dotyk, Bez wad]","[Hasło Bios]","","","[2025.01. 23- USA]",""
"86c2axe23","DC9CW33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8365U","","16","BRAK","1920 x 1080","[Wielkie poświaty, Dotyk]","[Spód X, Bateria brak]","","","[2025.01. 23- USA]",""
"86c2axgyw","3LVFY33","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","","","[Zbita]","[Spód X, Ramka Matrycy]","dioda
","","[2025.01. 23- USA]",""
"86c2axkfm","B0XGY33","[dell latitude 5500]","Serwis","[QWERTY PL]","","i5","","","Brak","","","[Zbita]","[Klapa X]","dioda
","","[2025.01. 23- USA]",""
"86c2axm2v","7XPT433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","16","BRAK","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak]","","","[2025.01. 23- USA]",""
"86c2axmww","JNXHY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[Ramka Matrycy]","","","[2025.01. 23- USA]",""
"86c2axphh","3G4W433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Palmrest]","","","[2025.01. 23- USA]",""
"86c2axq3x","42VFY33","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[]","","","[2025.01. 23- USA]",""
"86c2axqzx","H2QT433","[dell latitude 5500]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","500","1920 x 1080","[Dotyk, Bez wad]","[Klapa X, Bateria bios]","","","[2025.01. 23- USA]",""
"86c2axtek","710nqq2","[dell latitude 5590]","Serwis","[QWERTY PL]","","i5","","","Brak","","","[Dotyk, Zbita]","[Spód X, Palmrest]","","","[2025.01. 23- USA]",""
