"Task ID","Task Name","tags","Przeznaczenie (drop down)","Klawiatura (labels)","Obudowa (labels)","Procesor (drop down)","Model Procesora (short text)","Grafika (short text)","RAM (drop down)","Dysk (drop down)","Rozdzielczość (drop down)","Matryca (labels)","Problemy (labels)","Uwagi (text)","Regał (drop down)","Lists","Zamówienie (short text)"
"86c44vtya","43620z2","[dell latitude 7400 2in1]","Serwis","[QWERTY PL]","","","","","","","","[Dotyk]","[]","LINIA, WIĘCEJ NIE WYSWIETLA
","","[2025.05.23 SISO NL 4265]",""
"86c45f0nm","86FNL13","[dell latitude 7400 2in1]","Serwis","[QWERTY PL]","","","","","","","","[Dotyk]","[Nie włącza się]","","","[2025.05.23 SISO NL 4265]",""
"86c45f4av","BG268Y2","[dell latitude 7400 2in1]","Serwis","[QWERTY PL]","","","","","","","","[Dotyk]","[Nie włącza się]","","","[2025.05.23 SISO NL 4265]",""
"86c45hfjm","HFYN2Z2","[dell latitude 7400 2in1]","Serwis","[QWERTY PL]","","","","","","","","[]","[Nie włącza się]","","","[2025.05.23 SISO NL 4265]",""
"86c46d87b","6H8TMT2","[dell latitude 5300]","Przyjęcie","","","","","","","","","","","","","[2025.06.13 - TES FRANCJA]",""
"86c46f3f4","PF2BE3RR","[lenovo thinkpad t490]","Gotowe do wysyłki","[Niemiecka]","[Nowa Bateria]","i5","8365U","","16","256","","[Nowa]","[]","100%
","1","[2025.06.14 - siso]",""
"86c47yb0j","PF1KDNKN","[lenovo thinkpad t480]","Przyjęcie","[Brak]","","i5","8350U","","Brak","BRAK","","[Zwykłe ryski / otarcia]","[Palmrest]","","1","[2025.06.14 - siso]",""
"86c48paa9","pf1jt95m","[lenovo thinkpad t480]","Magazyn","[Brak]","","i5","8350U","","Brak","BRAK","","[Bez wad]","[Spód X, Bateria brak, Klapa X, Palmrest]","","1","[2025.06.14 - siso]",""
"86c49ebaq","pf3mjzee","[lenovo l14 gen 2]","Przyjęcie","","","","","","","","","","","","","[2025.06.13 - TES FRANCJA]",""
"86c49h58r","DC1PXT2","[dell latitude 7390 2-in-1]","Przyjęcie","[Francuska]","","i5","8350U","","16","BRAK","","[Zwykłe ryski / otarcia, Dotyk]","","EXCELLENT
","","[2025.06.13 - TES FRANCJA]",""
"86c4a4brt","85F0793","[dell latitude 5410]","Przyjęcie","[Francuska]","","i5","8365U","","8","BRAK","","[Bez wad]","[Touchpad]","EXC
","","[2025.06.13 - TES FRANCJA]",""
"86c4a4ek1","1m5jgb3","[dell latitude 5410]","Przyjęcie","[Francuska]","","i5","8365U","","8","256","","[Zbita]","","GOOD
","","[2025.06.13 - TES FRANCJA]",""
"86c4a5rnn","pc12xn2r","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i3","8130U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.06.13 - TES FRANCJA]",""
"86c4bm050","BL6H003","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10210U","","16","256","1920 x 1080","[Wszędzie otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4bp6a7","pf1ma7a1","[lenovo thinkpad l480]","Przyjęcie","[Francuska]","","i3","8130U","","8","BRAK","","[Bez wad]","","","","[2025.06.13 - TES FRANCJA]",""
"86c4bqwcp","PF1MAN45","[lenovo thinkpad l480]","Przyjęcie","[Francuska]","","i3","8130U","","8","BRAK","","[Bez wad]","","","","[2025.06.13 - TES FRANCJA]",""
"86c4brd67","PF1NEEKV","[lenovo thinkpad l480]","Przyjęcie","[Francuska]","","i3","8130U","","8","BRAK","","[Bez wad]","","","","[2025.06.13 - TES FRANCJA]",""
"86c4brepg","PF1KNDHV","[lenovo thinkpad l480]","Przyjęcie","[Francuska]","","i3","8130U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.06.13 - TES FRANCJA]",""
"86c4dhe86","5CG00260XC","[hp elitebook 745 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 5 Pro 3500U","","16","256","","[Zwykłe ryski / otarcia]","","","","[2025.06.13 - TES FRANCJA]",""
"86c4dhh5v","5cg00260z0","[hp elitebook 745 g6]","Gotowe do wysyłki","[QWERTY PL]","","AMD","Ryzen 5 Pro 3500U","","16","256","","[Bez wad]","","","","[2025.06.13 - TES FRANCJA]",""
"86c4du92v","FWGM863","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10210U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Spód X]","good
","","[2025.06.30 - SISO]",""
"86c4dunvd","3Q55H003","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10210U","","16","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Spód X, Klapa X, Palmrest]","Excellent
","","[2025.06.30 - SISO]",""
"86c4dv8cw","68F6F63","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10310U","","16","128","1920 x 1080","[Zwykłe ryski / otarcia]","","Good
","","[2025.06.30 - SISO]",""
"86c4dvyng","c4ryb63","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[]","i5","10310U","","16","128","1920 x 1080","[Zwykłe ryski / otarcia]","","FAIR
","","[2025.06.30 - SISO]",""
"86c4ec0qk","B0SYB63","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10310U","","16","128","1920 x 1080","[Zwykłe ryski / otarcia]","[Spód X]","FAIR
","","[2025.06.30 - SISO]",""
"86c4ec2ew","6D8CC63","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10310U","","16","128","1920 x 1080","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","FAIR
","","[2025.06.30 - SISO]",""
"86c4ejcd0","18820b3","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10310U","","16","128","1920 x 1080","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","good
","","[2025.06.30 - SISO]",""
"86c4eje58","F8ZVXY2","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","8265U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[]","Poor
","","[2025.06.30 - SISO]",""
"86c4fn88v","2LGM863","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10210U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Klapa X]","Poor
","","[2025.06.30 - SISO]",""
"86c4fnt4k","BC5H003","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10210U","","16","256","1920 x 1080","[Wszędzie otarcia]","[]","Excellent

","","[2025.06.30 - SISO]",""
"86c4fnvpj","9K6H003","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10210U","","16","256","1920 x 1080","[Wszędzie otarcia]","[Palmrest]","Excellent

","","[2025.06.30 - SISO]",""
"86c4fnyta","9VGM863","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10210U","","8","256","1920 x 1080","[Wszędzie otarcia, Dotyk]","[Touchpad]","Dotyk

","","[2025.06.30 - SISO]",""
"86c4fppf1","30VHN93","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10310U","","16","128","1920 x 1080","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Spód X, Palmrest]","good
","","[2025.06.30 - SISO]",""
"86c4g1xmq","38L02T3","[dell latitude 7430]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i7","1265U","","16","512","1920 x 1080","[Mikro otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4gggm3","HY4C063","[dell latitude 7410]","Przyjęcie","[QWERTY PL]","","i5","10310U","","8","256","1920 x 1080","[Mikro otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4gggrq","6CBC063","[dell latitude 7410]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10310U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4gghc4","JWW4353","[dell latitude 7410]","Sklep","[QWERTY PL]","","i5","10310U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4gghwc","7LKC063","[dell latitude 7410]","Przyjęcie","[QWERTY PL]","","i5","10310U","","8","256","1920 x 1080","[Bez wad]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4ggj40","B5Q4353","[dell latitude 7410]","Przyjęcie","[QWERTY PL]","","i5","10310U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4ggjbm","7X4C063","[dell latitude 7410]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10310U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4ggk1r","GL25353","[dell latitude 7410]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10310U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","[Palmrest]","Excellent
","","[2025.06.30 - SISO]",""
"86c4ggk7n","FHBC063","[dell latitude 7410]","Przyjęcie","[QWERTY PL]","","i5","10310U","","8","256","1920 x 1080","[Mikro otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4ggkp0","6X85353","[dell latitude 7410]","Przyjęcie","[QWERTY PL]","","i5","10310U","","8","256","1920 x 1080","[Mikro otarcia]","[Klapa X]","Excellent
","","[2025.06.30 - SISO]",""
"86c4gh0gx","C2B1833","[dell latitude 7400]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i7","8665U","","8","256","1920 x 1080","[Mikro otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4ghcy5","JFKC063","[dell latitude 7410]","Przyjęcie","[QWERTY PL]","","i5","10310U","","8","256","1920 x 1080","[Bez wad]","","Good
","","[2025.06.30 - SISO]",""
"86c4gjabv","DS1W003738","[fujitsu lifebook u747]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i5","6200u","","8","256","1920 x 1080","[Mikro otarcia]","","bat 70%
","","[MIX 2 HALA - OD MAJA 2025]",""
"86c4gjeca","HDG21F3","[dell latitude 7420]","Przyjęcie","[QWERTY PL]","","i5","1145G7","","8","256","1920 x 1080","[Zwykłe ryski / otarcia]","","Good
","","[2025.06.30 - SISO]",""
"86c4gjr2j","44CB7M3","[dell latitude 7420]","Przyjęcie","[QWERTY PL]","","i7","1185G7","","16","512","1920 x 1080","[Mikro otarcia]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4gk3br","5CG1053Q1S","[hp elitebook 850 g7]","Przyjęcie","[QWERTY PL]","","i5","10310U","","16","256","","[Mikro otarcia]","","","","[2025.06.30 - SISO]",""
"86c4gur5z","4KJY7Y2","[dell latitude 7400]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4h7exa","5G908Y2","[dell latitude 7400]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak, Klapa X, Palmrest]","","","[2025.06.30 - SISO]",""
"86c4h7f1b","GNCSM33","[dell latitude 7400]","Sklep","[QWERTY PL]","","i5","8265U","","16","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","","Good
","","[2025.06.30 - SISO]",""
"86c4h7fbx","67861Z2","[dell latitude 7400]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","BRAK","1920 x 1080","[Dotyk, Zbita]","[Spód X, Klapa X, Palmrest]","Good
","","[2025.06.30 - SISO]",""
"86c4h7fu9","JH0RZY2","[dell latitude 7400]","Przyjęcie","[QWERTY PL]","[Wgniotka / Odstaje]","i5","8265U","","16","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak]","","","[2025.06.30 - SISO]",""
"86c4h7h3g","J3PT2Z2","[dell latitude 7400]","Serwis","[QWERTY PL]","","i5","8265U","","8","256","1920 x 1080","[]","[Klapa X, Nie włącza się]","","","[2025.06.30 - SISO]",""
"86c4h7jj7","BZ67433","[dell latitude 7400]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","BRAK","1920 x 1080","[Dotyk, Bez wad]","","Good
","","[2025.06.30 - SISO]",""
"86c4h7k81","H8RJZY2","[dell latitude 7400]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","8265U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak]","","","[2025.06.30 - SISO]",""
"86c4h7p1t","9Y0LZY2","[dell latitude 7400]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","8265U","","8","BRAK","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak]","","","[2025.06.30 - SISO]",""
"86c4h7q5h","CCYY7Y2","[dell latitude 7400]","Przyjęcie","[Uszkodzona, QWERTY PL]","","i5","8265U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4h7qwz","2M9P9Y2","[dell latitude 7400]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[]","Fair
","","[2025.06.30 - SISO]",""
"86c4h89yn","5CD9508898","[hp probook 445r g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 3200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4h8b3v","5CD95088SS","[hp probook 445r g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 3200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4h8bj1","5CD9425MJD","[hp probook 445r g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 3200U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4h8cdt","5CD95088RH","[hp probook 445r g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 3200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4h8cvf","5CD9468X13","[hp probook 445r g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 3200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4h8ftm","PC2DDL4Y","[lenovo thinkpad t14s gen2]","Przyjęcie","[Francuska]","[]","i7","1185G7","","16","512","","[Wielka rysa / rysy]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4h93y2","5CG0282ST9","[hp 470 g7]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","10210U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4h96yx","5CG0282MJT","[hp 470 g7]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","10210U","","8","BRAK","","[Zwykłe ryski / otarcia]","","Listwa x
","","[2025.07.07 - TES FRANCJA]",""
"86c4h9a50","5CD9319H88","[hp probook 445r g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 3200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4h9bmk","5CD9319H9R","[hp probook 445r g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 3200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4h9p2b","5CG00260Y5","[hp elitebook 745 g6]","Serwis","[Francuska]","[]","AMD","","","16","","","[]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4h9r39","5CG0032JNK","[hp elitebook 745 g6]","Przyjęcie","[Francuska]","[Wgniotka / Odstaje]","AMD","Ryzen 5 Pro 3500U","","16","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4h9yb2","5CG0232XZV","[hp elitebook 745 g6]","Przyjęcie","[Francuska]","[]","AMD","Ryzen 5 Pro 3500U","","16","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4had2u","5CG9121CMM","[hp elitebook 745 g5]","Przyjęcie","[Francuska]","","AMD","Ryzen 5 Pro 2500U","","8","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hbj97","5CG12724KK","[hp elitebook 845 g7]","Przyjęcie","[Niekompletna, QWERTY PL]","[Klapa ma otarcia]","AMD","Ryzen 5 Pro 4650U","","16","256","","[Mikro otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hbwvw","5CG1051T6H","[hp elitebook 845 g7]","Przyjęcie","[Niekompletna, QWERTY PL]","[Wgniotka / Odstaje]","AMD","Ryzen 5 Pro 4650U","","16","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4hej8b","5CG1402K6Q","[hp elitebook 840 g8]","Przyjęcie","[Niekompletna, Francuska]","[]","i5","1145G7","","16","BRAK","","[Bez wad]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4hfmck","5CG04933X7","[hp elitebook 840 g7]","Przyjęcie","[Francuska]","","i5","10310U","","16","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hfxe7","5CG10579Y0","[hp elitebook 840 g7]","Przyjęcie","[Francuska]","","i5","10310U","","16","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hg35t","5CG04933XG","[hp elitebook 840 g7]","Przyjęcie","[Francuska]","","i5","10310U","","16","256","","[Zwykłe ryski / otarcia]","[Klapa X, Palmrest]","Listwa x
","","[2025.07.07 - TES FRANCJA]",""
"86c4hg4p6","5CG10579YD","[hp elitebook 840 g7]","Przyjęcie","[Francuska]","","i5","10310U","","16","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hgazt","5CG1054TLW","[hp elitebook 830 g7]","Przyjęcie","[Francuska]","","i5","10310U","","16","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hgnga","5CG2152SPJ","[hp elitebook 845 g8]","Przyjęcie","[Niekompletna, Francuska]","","AMD","Ryzen 5 Pro 5650U","","16","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hgyuj","5CG2152SMB","[hp elitebook 845 g8]","Przyjęcie","[Niekompletna, Francuska]","","AMD","Ryzen 5 Pro 5650U","","16","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyqpm","5CD9151TSB","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyquq","5CD917525N","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyr4b","5CD917511C","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyvx0","5CD9156P93","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyw6z","5CD9156NSC","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hywgq","5CD9156P38","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hywmb","5CD9156PM6","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","[Palmrest]","","","[2025.07.07 - TES FRANCJA]",""
"86c4hywqf","5CD9151TR1","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","[Palmrest]","","","[2025.07.07 - TES FRANCJA]",""
"86c4hywxh","5CD91750W3","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Mikro otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyx7x","5CD91752L8","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Wgniotka / Odstaje]","AMD","Ryzen 3 2200U","","8","BRAK","","[Mikro otarcia]","[Palmrest]","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyxn6","5CD91751BX","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Mikro otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyy7g","5CG84051CB","[hp probook 640 g4]","Przyjęcie","[Francuska]","","i3","8130U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyy9r","5CD91750VP","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hyycc","5CD9151TN9","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4hz36c","5CG8280K9D","[hp elitebook 840 g5]","Przyjęcie","[QWERTY PL]","","i7","8650U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4j0cdm","5CG8404YD2","[hp probook 640 g4]","Przyjęcie","[Francuska]","[]","i3","8130U","","8","BRAK","","[Bez wad]","[Klapa X, Palmrest]","Zaślepka zawiasu x  
","","[2025.07.07 - TES FRANCJA]",""
"86c4j15ck","5CG8404CJQ","[hp probook 640 g4]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i3","8130U","","8","BRAK","","[Zwykłe ryski / otarcia]","[Palmrest]","","","[2025.07.07 - TES FRANCJA]",""
"86c4j1eqv","5CG8404HCQ","[hp probook 640 g4]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i3","8130U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4j1t8t","5CG8395SLV","[hp probook 640 g4]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i3","8130U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4j26dq","PF1KZNQ6","[lenovo thinkpad l480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i3","8130U","","8","BRAK","","[Mikro otarcia]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4j4u59","PF1FKV06","[lenovo thinkpad l480]","Przyjęcie","[Francuska]","[]","i3","8130U","","8","BRAK","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4j6dya","PF1KYQZZ","[lenovo thinkpad l480]","Przyjęcie","[Francuska]","[Pęknięcie / Uszczerbek]","i3","8130U","","8","BRAK","","[Mikro otarcia]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4jnpkw","PF1JX7H4","[lenovo thinkpad l480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i3","8130U","","8","BRAK","","[Mikro otarcia]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4jntzf","PF1KZNLJ","[lenovo thinkpad l480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i3","8130U","","8","BRAK","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpa1f","5CD9151TDF","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Wgniotka / Odstaje]","AMD","Ryzen 3 2200U","","8","BRAK","","[Mikro otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpbxh","5CD91751CF","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Wgniotka / Odstaje]","AMD","Ryzen 3 2200U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpcbk","5CD91752LR","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpczk","5CD9156PDG","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpdb6","5CD9156PNL","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpdtt","5CD9156NYL","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpek1","5CD91750VL","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Wgniotka / Odstaje]","AMD","Ryzen 3 2200U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpmyj","5CD9156Q64","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","[Palmrest]","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpqt7","5CD91750X5","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpt5q","5CD9156QCZ ","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Zwykłe ryski / otarcia]","[Palmrest]","","","[2025.07.07 - TES FRANCJA]",""
"86c4jpy8t","5CD91752J5","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jq1c3","5CD9156PSX","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jq46x","5CD9156PFC","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
"86c4jq5fy","5CD917518D","[hp probook 445 g6]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","[Palmrest]","","","[2025.07.07 - TES FRANCJA]",""
"86c4jq6tk","5CD9156NJC","[hp probook 445 g6]","Przyjęcie","[Francuska]","","AMD","Ryzen 3 2200U","","8","BRAK","","[Bez wad]","","","","[2025.07.07 - TES FRANCJA]",""
